EPISODE_ID,SEASON_NAME,EPISODE_NUM,EPISODE_NAME,EPISODE_OVERVIEW,EPISODE_AIR_DATE,EPISODE_RTM,EPISODE_STILL,GUEST
3640709,EBS 스토리북 시즌 1,2,금도끼 은도끼,금도끼 은도끼를 무빙툰을 통해 알아본다.,2021-09-12,,,
3651695,아머드 사우루스 시즌 1,22,세나,세나의 엄마가 수상하다? 법적 대응을 준비하려는 디아머. 하지만 부사령관은 세나의 마음이 중요하다고 주장하는데. 세나에겐 어떤 비밀이 있는 걸까. 세나는 직접 진실을 파헤치기로 한다.,2022-04-07,23,https://image.tmdb.org/t/p/original/6HS712ATl0BhXcIYj9yfOGNi6lE.jpg,
3652341,헬로카봇 시즌 12,1,햇빛을 찾아줘,신나는 음악의 친구들! 붐바붐바! 붐바 카봇이 왔다! 카봇붐으로 사건을 해결하면! 모두 함께 붐바붐바! 계속해서 다같이! 헬로 카봇~,2022-04-03,11,,
3656833,국민동요 프로젝트 아기싱어 시즌 1,2,아기싱어 동요 유치원의 환영식 두번째 시간,"아기싱어 동요 유치원 환영식 두번째 시간. 광주 시장의 명물 아기싱어부터 선생님들을 감동시킨 사랑 가득 자매 아기싱어까지. 7인의 선생님들의 작곡 노트를 빼곡히 채워지게 만든 아기싱어 7팀의 열정 가득한 무대.

(오은서, 김주찬, 이로아, 조우준, 박지유, 윤소이&윤채이, 윤하빈)",2022-03-19,59,,
3656834,국민동요 프로젝트 아기싱어 시즌 1,3,아기싱어 동요 유치원의 우당탕탕 첫 수업!,"아기싱어 동요 유치원 첫 등원날. 서로 처음 만나게 된 아기싱어들의 리얼한 반응부터, 7명의 선생님들이 준비한 신나는 동요 수업까지. 7살 아기싱어들로 구성된 '형님반'과 4~6세 아기싱어들로 구성된 '아우반'으로 나누어진 아기싱어 동요 유치원의 우당탕탕 첫 수업!",2022-03-26,59,,
3656835,국민동요 프로젝트 아기싱어 시즌 1,4,동요 제작의 영감을 찾기 위해 따로 만난 아기싱어들과 선생님들!,"동요 제작의 영감을 찾기 위해 아기싱어들과 따로 만난 선생님들! 기리보이 선생님의 작업실에 찾아간 은서, 윤성이가 '음악 연주 마법사'를 만난 사연?! 장윤주 선생님과 예원,로아의 감성 충전 시간, 이석훈 선생님의 마음을 녹여버린 시안이의 미니 동요 콘서트! 정재형 이사장님의 회사를 뒤집어놓은 하빈이의 돌발행동들까지! 과연 선생님들은 아기싱어들과의 만남에서 어떤 영감을 받게 될까?

* 출연 : 권진아, 유희열",2022-04-02,57,,
3656836,국민동요 프로젝트 아기싱어 시즌 1,5,동요 제작 영감 찾기 두 번째 시간!,"동요 제작 영감 찾기 두 번째 시간! 이석훈 선생님이 준목, 주찬이와 함께 BTS 춤을 추게 된 사연? 이무진 선생님, 소희, 지유가 함께 떠난 '무진기행' 에서 벌어진 뜻밖의 팬미팅과 장윤주 선생님을 소름 돋게 만든 채소자매의 결정적 한 마디! 그리고 유희열 대표에게 전속 계약 제안을 받은 아기싱어는 과연 누구?! 영감으로 가득 채워진 동요 유치원 선생님들과 아기싱어들의 신나는 하루!

* 출연 : 권진아, 유희열",2022-04-09,57,,
3664878,아머드 사우루스 시즌 1,23,사투,드디어 본진이 전면에 나섰다. 기계 공룡군단 2인자 플라우투스가 나타났다. 작전을 펼치며 위험에 빠진 링커들. 죽음의 그림자가 다가오는데. 친구들의 부상에 분노한 진이 적을 향해 돌진한다.,2022-04-14,23,https://image.tmdb.org/t/p/original/xbPrr4xmLdXwzsOYRL6X1nWaYzK.jpg,
3664886,아머드 사우루스 시즌 1,24,카이저의 침공,"진의 상태가 위험하다. 사령관에게 닥친 위기, 각오를 다지는 부사령관. 디아머가 무너지려 한다. 카이저는 그 빈틈을 노리며 회심의 미소를 짓는데. 용후의 어머니는 무슨 짓을 저지른 걸까.",2022-04-21,22,https://image.tmdb.org/t/p/original/926PQCHz9tyOirxc2IP90S5JCmS.jpg,
3665913,헬로카봇 시즌 12,2,해저화산이 폭발했어요,"오늘은 갯벌에서 새를 보는 날! 근데 새알을 훔쳐가는 도둑도 있네! 그렇다면 새들의 수호신이 나가신다! 응? 이번엔 해저화산이 폭발했다고?

그러면 새들과 둥지도 위험할 텐데! 호크 엑스! 라란자! 모두 도와줘! 해저화산을 막을 방법이 있을 거야!",2022-04-10,11,,
3668309,두다다쿵 시즌 3,1,아무도 없는 섬을 탈출하자,"‘뜨끈뜨끈 해변’에 놀러 온 두다와 친구들. 보트를 탄 스캣, 두다, 파도, 버블이 태풍에 휩쓸려 ‘아무도 없는 섬’까지 가게 되고, 거기서 ‘아프리카 펭귄, 잭’을 만난다. 수영을 못해 연습을 하던 중, 태풍을 만나 이 곳까지 왔다는 잭. 친구들은 함께 섬을 탈출하기 위해 구조 신호를 보내고 배를 만들고, 버블은 잭에게 수영을 가르쳐준다. 과연 친구들은 무사히 섬을 탈출할 수 있을까?",2020-12-28,,,
3668310,두다다쿵 시즌 3,2,겉모습만 보고 판단하지 마,반전 매력으로 소문난 삵을 찾아 삭삭이 바위골로 탐험을 떠난 친구들. 하지만 스캣이 앉아있던 절벽 끝이 무너지며 스캣이 낭떠러지로 떨어지는데! 그 순간 번개같이 등장한 삵이 스캣을 단숨에 구해낸다. 얌전해 보이는 외모와 다르게 용감하고 씩씩한 삵! 스캣은 그런 삵에게 반하게 되는데... 스캣은 삵에게 어떻게 마음을 전달할까~?,2021-12-29,,,
3668311,두다다쿵 시즌 3,3,우리 집에 놀러 와,"집을 새로이 꾸민 두다는 친구들을 초대한다. 엉망진창인 방을 보고 도망치듯 떠나는 친구들. 두다는 실망하고, 다다는 집 꾸미기의 귀재 바우어새를 찾아 집 꾸미기를 배우러 탐험을 떠나자고 제안한다. 막상 ‘바우어새, 바바’를 만나보니 미술 감각이 영 시원찮은 것 같은데... 거기다 두다와 함께 짝꿍을 초대할 집을 꾸미겠다고? 맙소사! 이건 말려야 해!",2022-01-04,,,
3668312,두다다쿵 시즌 3,4,주먹왕 메리,"‘진주’를 찾아 바다 속에 온 두다와 친구들. 그런데 핑카가 해저로 추락하고, 그 때 ‘맨티스 쉬림프, ‘메리’가 주먹을 휘두르며 도와주겠다고 나선다. 하지만 오히려 핑카의 타이어를 터뜨리는게 되는 메리. 그래도 친구들은 진주가 있는 곳을 아는 메리와 동행하는데, 시도 때도 없이 주먹을 휘두르는 메리 때문에 자꾸 당황스러운 일들이 생긴다. 메리, 그 주먹 좀 제발 가만히 둬!",2022-01-05,,,
3668313,두다다쿵 시즌 3,5,신비의 동물을 찾아서,"탐험사전에도 아무 정보가 없는 신비의 동물 눈표범. 탐험대는 강한 호기심으로 눈표범을 찾아 ‘하얀 봉우리’로 떠난다. 하지만 눈표범의 흔적은 발견되지 않고, 30년 동안 눈표범을 찾아 헤매고 있는 부엉이 탐험가를 만나게 된다. 눈보라와 눈사태가 일어나는 무서운 하얀 봉우리! 눈표범아 대체 어디 있니~",2022-01-11,,,
3668316,두다다쿵 시즌 3,6,아빠는 힘들어,"친구들의 음식까지 한 입에 뺏어 먹는 개구쟁이 스캣! 친구들은 스캣보다 입이 더 큰 물고기를 찾아 바다 속을 탐험한다. 그곳에 만난 ‘죠피쉬, 조’! 알을 잔뜩 입에 물고 있던 조는 잠시 입 큰 스캣에게 알을 맡기고 자유를 만끽한다. 그런데 조는 잠시도 커다란 입을 쉬지 않는 수다쟁이! 친구들은 조의 수다에 지쳐가는데... 그리고 스캣은 무사히 조의 아기들을 지킬 수 있을까?",2022-01-12,,,
3668317,두다다쿵 시즌 3,7,펑! 초강력 폭탄!,"장난꾸러기 스캣과 친구들은 펑! 펑! 폭탄을 쏜다는 폭탄먼지벌레를 찾으러 탐험을 떠난다. 하지만 친구가 되려던 기대와 다르게 ‘폭탄먼지벌레, 탄이’는 스캣 머리에 공격을 하고 도망가는 작지만 사나운 전사인데... 두다다쿵 탐험대는 폭탄먼지벌레와 오해를 풀고 친구가 될 수 있을까?",2022-01-18,,,
3668318,두다다쿵 시즌 3,8,새 집이 필요해,따다다다! 숲 속에 울려 퍼지는 시끄러운 소리. 알고 보니 ‘큰 오색 딱따구리’ 아저씨가 아기 새들을 위해 새 집을 지으며 낸 소리다. 아저씨의 집짓기를 돕기로 하는 두다와 친구들. 이 때 아기 새들을 돌보던 두다와 까버는 깊은 숲 속에서 길을 잃고 마는데... 두다와 까버는 아기 새들과 무사히 돌아갈 수 있을까? 또 딱따구리 아저씨의 새 집은 어떻게 완성될까?,2022-01-19,,,
3668321,두다다쿵 시즌 3,9,내가 누구게?,바다속에 변신을 잘하는 동물 친구가 산다구? 변신의 귀재를 찾아 ‘깊고 깊은 바다’로 떠나는 두다다쿵 탐험대! 그곳에서 만난 흉내문어 ‘미믹’의 변신 쇼에 시간가는 줄 모르고 푹 빠진 친구들은 두다가 사라진 것을 뒤늦게 알아챈다. 친구들! 미믹과 힘을 모아 위험에 빠진 두다를 구해줘!,2022-01-25,,,
3668322,두다다쿵 시즌 3,10,울음을 멈춰줘,"하루 종일 잠만 잔다는 코알라를 찾아 떠난 두다와 아이들. 하지만 갑자기 하늘에서 떨어진 아기 코알라 때문에 난처해한다. 계속해서 울기만 하는 아기 코알라를 달래기 위해 고군분투하는 아이들. 자장가, 자동차 태워주기, 요람 만들기 등등 온갖 방법을 동원해 아기 코알라의 울음을 겨우 멈추는데... 이때! 하늘에서 쿵!! 누군가 떨어진다!! 맙소사! 넌 또 누구야?",2022-01-26,,,
3668325,두다다쿵 시즌 3,11,수수께끼 미로 숲,"‘보물’을 찾아 ‘수수께끼 미로의 숲’에 온 두다와 친구들. 하지만 숲에서 길을 잃은 친구도 있다는 말에 모두 입구에서 머뭇거리는데, 버블 혼자 호기심을 보이며 숲에 들어가 버린다. 결국 버블을 찾기 위해 숲에 들어간 친구들. 그런데 길목마다 ‘수상한 앵무새’가 나타나, 수수께끼를 풀어야 지나갈 수 있다고 하는데... 친구들은 수수께끼를 풀고 버블을 찾을 수 있을까?",2022-02-01,,,
3668326,두다다쿵 시즌 3,12,친해지고 싶어,"담요를 닮은 물고기를 찾아 바다 속으로 모험을 떠난 친구들! 윽, 꼬질꼬질한 네가 쥐가오리라고? 알고보니 물고기를 청소해주는 청소놀래기는 쥐가오리만 보면 무서워서 도망치기 때문에 쥐가오리는 청소를 오랫동안 하지 못했다. 그래서 슬퍼하는 쥐가오리를 도와주기로 결심한 아이들. 과연 친구들은 청소놀래기의 마음을 되돌리고 상어의 위협에서 잘 벗어 날 수 있을까?",2022-02-02,,,
3668327,두다다쿵 시즌 3,13,사막의 왕자,꿉꿉한 장마철. 친구들은 쨍쨍한 햇볕을 기대하며 뽀송뽀송 사막으로 떠난다. 하지만 막상 도착한 곳은 숨이 턱턱 막힐 듯한 더위만 가득한 더워더워 사막! 너무 뜨거워진 핑카는 갑자기 도망까지 가 버리고... 지쳐버린 친구들 앞에 나타난 사막의 왕자님 낙타! 너무 현실감각 없이 긍정적인 것 같아 불안하긴 하지만... 믿을 수밖에! 낙타 왕자님 우릴 오아시스로 데려다 주세요~,2022-02-08,,,
3668336,두다다쿵 시즌 3,14,정글을 울리는 소리,"정글에서 가장 크게 소리를 지르는 동물은 누굴까? 첨단 핑카 지도에는 나오지 않는 의문의 ‘와글와글 정글’에 고함원숭이를 찾아 떠나는 두다다쿵 탐험대. 종이 지도 하나에 의지해 길을 찾던 탐험대는 그만 지도를 잃어버리고 만다. 더군다나 ‘고함원숭이, 하울’은 탐험대를 마주칠 때마다 소리를 질러 내쫓으려 하는데, 아이들은 하울과 친구가 되어 무사히 아무도 모르는 숲으로 돌아갈 수 있을까?",2022-02-09,,,
3668337,두다다쿵 시즌 3,15,높은 곳이 무서워 1,"노란 열매를 따려 나무에 매달렸다 무서워 우는 두다. 탐험대는 높은 곳을 아주 잘 올라가는 산양을 찾아 용감해지는 방법을 배우기로 한다. 산양을 발견했지만 갑자기 날아온 핑카를 보고 놀란 산양들. 그런 산양들을 피하려다가 핑카가 고장나게 되고, 잠시 대비한 동굴에서 우연히 만나게 된 ‘아기 산양, 사나’ 귀여운 사나와 함께 사진을 찍으려고 하는데 무슨 일인지 겁을 잔뜩 먹은 사나.. 아이들은 무사히 탐험을 끝낼 수 있을까?",2022-02-15,,,
3668342,두다다쿵 시즌 3,16,높은 곳이 무서워 2,"알고보니 ‘사나’는 예전에 높은 곳에서 떨어졌던 아픈 기억이 있어 높은 곳을 무서워한다. 아이들은 사나를 높은 곳에 잘 올라가게 만들기 위해, 두다와 함께 각종 훈련을 시키지만 좀처럼 나아지지 않는 사나. 아이들이 잠시 자리를 비운 사이 두다는 사나와 몸통을 밧줄로 연결하고 노란 열매를 따기 위해 절벽을 점프해서 건너가는데 겁먹은 사나의 움직임으로 두다는 추락할 위기에 처한다. 과연 사나는 무서운 기억을 떨쳐내고 두다를 구해 낼 수 있을까? 높은 산을 훌쩍 뛰어오를 수 있을까?",2022-02-16,,,
3668344,두다다쿵 시즌 3,17,어떤 색이 좋을까?,모두의 탐험사전에는 카멜레온이 뚜렷하게 찍힌 사진이 없다. 제대로 된 카멜레온의 사진을 찍기 위해 탐험을 떠나는 아이들. 하지만 항상 주변과 같은 색으로 변하는 카멜레온을 찾기는 쉽지 않을 일. 고생 끝에 겨우 찾아낸 카멜레온은 자꾸만 변하는 자신의 색깔 때문에 힘들어 하는데... 카멜레온의 고민을 해결해주기 위해 엉뚱한 해결책을 내놓은 아이들! 하지만 그 해결책은 또 다른 문제를 가져오는데...!!,2022-02-22,,,
3668347,두다다쿵 시즌 3,18,두근두근 꼬마 비행사,신기한 다람쥐가 있다는 제보를 받고 탐험을 떠나는 친구들. 그곳에서 하늘을 나는 다람쥐를 발견한다. 온 몸을 쭉 펼쳐 날아가는 하늘다람쥐의 유일한 약점은 착지를 무서워하는 것! 두다는 하늘다람쥐가 좋아하는 도토리를 모아 도와주려다 독가시에 찔리고 마는데... 두다다쿵 탐험대와 하늘다람쥐! 시간이 없어! 어서 두다를 구해줘!,2022-02-23,,,
3668349,두다다쿵 시즌 3,19,위니를 찾아서,"바다 속 여행을 온 두다와 친구들. 그런데 핑카에 꼬리가 생겼다! 알고 보니 그건 핑카에 달라붙은 ‘빨판상어, 샤키’의 꼬리. 샤키는 헤어진 친구 ‘위니’를 찾는 중인데, 위니의 얼굴은 모르고 그저 ‘커다랗고 포근하고 핑크색’이라는 사실만 안다고 한다. 이 황당한 친구 찾기를 돕기로 하는 친구들, 하지만 계속 엉뚱한 친구만 만나는데... ‘커다랗고 포근한, 핑크색’, 넌 누구니?",2022-03-01,,,
3668351,두다다쿵 시즌 3,20,동생은 귀찮아,"두다 같은 땅파기 선수 ‘프레리독’을 만나러 ‘넓고 넓은 초원’에 온 친구들. 거기서 프레리독 형제 ‘래리’와 ‘프레디’를 만난다. 그런데 조심성 많은 형 프레디는 장난꾸러기 동생 래리에게 계속 잔소리를 하고, 결국 짜증이 난 래리는 혼자 가버린다. 래리를 쫓아간 두다와 친구들. 그 때, 래리와 친구들 앞에 무시무시한 뱀이 나타나는데... 힝, 잔소리도 무섭지만, 뱀은 더 무서워!",2022-03-02,,,
3668353,두다다쿵 시즌 3,21,대나무숲을 지켜라 1,"파도의 대나무숲을 엉망으로 만든 불청객! 그건 바로 자이언트 판다 가족, 장난꾸러기 쌍둥이 아기 판다들과 엄청나게 커다란 엄마 판다! 파도는 대나무숲을 되찾기 위해 힘겹게 싸우지만 엄마 판다에게는 역부족이다. 하지만 오해가 풀리면서 두다다쿵 탐험대는 판다 가족이 나쁜 무리에게서 쫓겨났다는 걸 알게 된다. 자, 판다 가족의 집을 다시 찾기 위한 탐험을 떠나자!",2022-03-08,,,
3668356,두다다쿵 시즌 3,22,대나무숲을 지켜라 2,대나무숲에 도착하자마자 레서팬더 무리에게 공격받는 두다다쿵 탐험대! 끝날 것 같지 않던 싸움은 다다가 말려 겨우 멈추게 된다. 대나무숲의 문제는 강물이 말라 대나무들이 바싹 말라버렸다는 것! 두다다쿵 탐험대와 판다 친구들~ 이제는 힘을 모아 대나무숲을 구할 때야!,2022-03-09,,,
3668358,두다다쿵 시즌 3,23,난 특별하니까,"호호호섬에는 움직이는 커다란 밤송이가 있다? 아하! 그건 바로 온 몸에 가시가 있는 바늘두더지 가시였어~ 멋진 가시도 있고, 땅도 잘 파고, 수영도 잘하지! 장점이 이렇게나 많은데도 가시는 의기소침, 소심쟁이 친구래. 친구들! 바늘두더지가 얼마나 특별한 친구인지 알려주자~",2022-03-15,,,
3668364,두다다쿵 시즌 3,24,나랑만 놀자,"인기 친구가 되는 비결을 알기 위해 ‘카피바라’를 만나러 간 두다와 친구들. 그 때, 혼자 강가에 있던 두다가 물에 빠지고, ‘카피바라, 캐피’가 나타나 구해준다. 다정한 캐피에게 금세 빠져버린 두다, 그런데 캐피에게 빠진 건 다른 친구들도 마찬가지다. 하지만 캐피가 자기하고만 놀기를 바란 두다는 꾀병을 부리고, 친구들은 두다를 위해 약초를 구하러 나선다. 그렇게 캐피랑 둘이 남자 두다는 신이 나는데... 대체 캐피의 매력은 뭐지?",2022-03-16,,,
3668377,두다다쿵 시즌 3,25,보고는 못 말려,"바다로 탐험을 떠난 친구들은 완벽주의 성격을 가진 가시복을 만난다. 넓은 바다를 혼자서 청소하고 꾸미는 가시복을 도와주려는 좋은 의도로 친구들이 나서지만, 가시복의 눈에는 자신의 작품을 망치는 걸로만 보이는데... 참다못한 가시복의 분노 대폭발! 으아~ 귀여운 가시복이 괴물로 변했어!",2022-03-22,,,
3668385,두다다쿵 시즌 3,26,보고는 못 말려,"정글 최고의 인기 가수였던 딸기독화살개구리. 하지만 딸기독화살개구리와 살짝 스치기만 해도 독이 오르고, 눈만 마주쳐도 기절한다는 헛소문 때문에 지금은 아무도 없는 공연장에서 홀로 노래 부르는 신세가 되어 버렸다. 슬퍼하는 딸기독화살개구리를 위해 콘서트를 열어 주기로 하는 아이들. 하지만 무서운 헛소문 때문에 관객을 모으기가 쉽지 않은데... 아이들은 과연 관객들을 다시 공연장에 오게 할 수 있을까?",2022-03-23,,,
3669325,바다 탐험대 옥토넛 : 육지 수호 대작전 시즌 1,1,옥토넛과 스켈레톤 코스트의 모험,탐험 중 폭풍을 만난 옥토넛. 사막과 이어진 해변에 난파하고 말았어요. 여기서 빠져나갈 수 있을까요? 그런데 누군가 물과 탐험선을 훔치려고 해요. 이유가 있다는데 뭘까요?,2021-10-27,,,
3669326,바다 탐험대 옥토넛 : 육지 수호 대작전 시즌 1,2,옥토넛과 얼음과 불의 땅 / 옥토넛과 딱정벌레의 침략,아이슬란드의 화산이 폭발 직전이에요. 순록들이 위험한데 어쩌죠? 옥토레이 출동 준비! 칼리코 잭한테서 옥토 경보가 왔어요. 딱정벌레가 문제라는데 도와주러 가야겠어요.,2021-10-27,25,,
3669327,바다 탐험대 옥토넛 : 육지 수호 대작전 시즌 1,3,옥토넛과 거대한 폭풍 / 옥토넛과 시베리안도롱뇽,"바람 때문에 칼리코 잭이 위험해요. 구조하러 떠난 옥토넛. 그런데 폭풍을 만났으니 어쩌죠? 얼음이 녹기 시작하는 시베리아, 동면 중인 친구를 안전한 곳으로 옮겨야 해요.",2021-10-27,,,
3669328,바다 탐험대 옥토넛 : 육지 수호 대작전 시즌 1,4,옥토넛과 온천 뱀 / 옥토넛과 데블스 홀 펍피시,진흙 사태가 난 히말라야산맥에서 온천 뱀이 추위에 떨고 있어요. 따뜻한 집을 어떻게 찾아주죠? 사막에서는 펍피시가 먹이를 못 찾고 있어요. 배고픈 펍피시를 구해주세요.,2021-10-27,25,,
3669329,바다 탐험대 옥토넛 : 육지 수호 대작전 시즌 1,5,옥토넛과 호주 아웃백 미스터리 / 옥토넛과 남극 구조 작전,"호주 아웃백에 폭풍우가 와요. 사막에 비가 오면 홍수가 날 테니 어서 동물들을 구해야 해요. 남극의 얼음이 빨리 녹고 있어요. 조사하러 떠난 포니, 길 잃은 새를 만났네요.",2021-10-27,,,
3669330,바다 탐험대 옥토넛 : 육지 수호 대작전 시즌 1,6,옥토넛과 애벌레의 행렬 / 옥토넛과 호기심 많은 펭귄,잠자는 애벌레들이 위험해요. 안전한 곳으로 옮겨야 하는데 깨우지 않고 옮길 수 있을까요? 페이소의 동생 핀토. 옥토넛의 임무를 돕고 싶다는데 과연 제대로 잘 해낼까요?,2021-10-27,,,
3669331,바다 탐험대 옥토넛 : 육지 수호 대작전 시즌 1,7,옥토넛과 로키산맥의 바위 / 옥토넛과 대나무 구조대,로키산맥에서 바위가 굴러떨어져요. 어서 생물들을 구조해야 해요. 새 탐험선으로 옥토넛 출동! 숲의 대나무가 거의 사라졌어요. 대왕판다는 대나무를 먹어야 하는데 어쩌죠?,2021-10-27,,,
3669332,바다 탐험대 옥토넛 : 육지 수호 대작전 시즌 1,8,옥토넛과 허리케인을 쫓는 모험 / 옥토넛과 조그만 물고기,허리케인이 다가와요! 허리케인 헌터로 변신한 옥토레이. 동물들이 대피하도록 도울 거예요. 폭풍 탓에 작은 망둥이가 길을 잃었어요. 어서 민물에 있는 집으로 보내줘야겠죠?,2021-10-27,,,
3669333,바다 탐험대 옥토넛 : 육지 수호 대작전 시즌 1,9,옥토넛과 황금두더지 / 옥토넛과 자이언트 웨타,"사막에서 트래커와 콰지, 그리고 황금두더지가 길을 잃었어요. 모래 폭풍이 온다는데 어쩌죠? 뉴질랜드에 있는 웨타가 위험에 빠졌대요. 그런데 웨타는 누구고 어떻게 찾나요?",2021-10-27,,,
3669334,바다 탐험대 옥토넛 : 육지 수호 대작전 시즌 1,10,옥토넛과 몽유병 걸린 겨울잠쥐 / 옥토넛과 흰줄박이오리,날씨가 따뜻해져서 겨울잠쥐들이 잠든 채 걸어 다녀요. 어서 집으로 돌려보내야겠죠? 흰줄박이오리 엄마가 먹이를 구하러 간 사이에 알들이 떠내려가요. 도와주실 분 없나요?,2021-10-27,,,
3669335,바다 탐험대 옥토넛 : 육지 수호 대작전 시즌 1,11,옥토넛과 동굴 탐험 / 옥토넛과 아홉띠아르마딜로,동굴 탐험을 떠난 옥토넛 친구들. 그런데 물이 차오르고 이상한 소리가 들려요. 동굴 괴물일까요? 불이 났던 숲에서 아홉띠아르마딜로가 거북이알을 훔쳤대요. 왜 그랬을까요?,2021-10-27,,,
3669336,바다 탐험대 옥토넛 : 육지 수호 대작전 시즌 1,12,옥토넛과 불개미 / 옥토넛과 날여우박쥐,"브라질에 강물 수위가 높아졌는데 폭풍이 오고 있어요. 불개미들을 높은 데로 옮겨야 하는데 어쩌죠? 더위가 너무 심해서 날여우박쥐들이 위험해졌어요. 도와줘요, 옥토넛!",2021-10-27,,,
3669337,바다 탐험대 옥토넛 : 육지 수호 대작전 시즌 1,13,옥토넛과 바다오리 마을 / 옥토넛과 땅 파는 천산갑,바다가 따뜻해져서 바다오리들이 먹이를 구하기 어렵대요. 새로운 먹이를 찾아줘야 해요. 튜닙이 바위 더미에 갇혔는데 어쩌죠? 땅 파기 선수 천산갑이 도와줄 수 있을까요?,2021-10-27,,,
3677619,아머드 사우루스 시즌 1,25,결전의 날,디아머는 우리의 모든 것이다. 반드시 우리 힘으로 지켜야 한다. 디아머를 위해 분투하는 링커들. 하지만 레시아스는 속을 알 수 없고. 카이저 일당의 특급 용병이 등장한다. 본부가 위험하다!,2022-04-28,24,https://image.tmdb.org/t/p/original/9AICmiNuQDE6q6QYV7PLU53LP1Z.jpg,
3679451,출동 슈퍼윙스 시즌 6,31,에피소드 31,,2022-04-23,12,https://image.tmdb.org/t/p/original/jGi8JiFb6hy2eLD1W5v7fsejJoC.jpg,
3679452,출동 슈퍼윙스 시즌 6,32,에피소드 32,,2022-04-23,12,https://image.tmdb.org/t/p/original/ApR7DXTPaBU6yEmkguJ1wm9fdUN.jpg,
3679502,헬로카봇 시즌 12,3,곤충을 구해줘,신나는 음악의 친구들! 붐바붐바! 붐바 카봇이 왔다! 카봇붐으로 사건을 해결하면! 모두 함께 붐바붐바! 계속해서 다같이! 헬로 카봇~,2022-04-17,11,,
3686099,최고다! 호기심딱지 시즌 1,1,아주 아주 차가운 얼음,,2018-03-02,,,
3686110,최고다! 호기심딱지 시즌 1,2,춤추는 녹말,녹말의 점탄성은?,2018-03-02,,,
3686112,최고다! 호기심딱지 시즌 1,3,비누의 비밀,비누의 성질은?,2018-03-09,,,
3686114,최고다! 호기심딱지 시즌 1,4,뻥! 뻥! 공기 대포,공기의 힘은?,2018-03-09,,,
3686117,최고다! 호기심딱지 시즌 1,5,자석이 된 풍선,밀고 당기는 성질을 가진 정전기의 매력은?,2018-03-16,,,
3686121,최고다! 호기심딱지 시즌 1,6,콜라가 화났어!,콜라를 화나게 하는 것은?,2018-03-16,,,
3686136,최고다! 호기심딱지 시즌 1,7,달걀이 병 속에 쏘옥!,병 속에 달걀이 갇힌 이유는 공기?,2018-03-23,,,
3686138,최고다! 호기심딱지 시즌 1,8,물먹기 대장을 찾아라!,물을 좋아하는 물먹기 대장은 누구지?,2018-03-23,,,
3686139,최고다! 호기심딱지 시즌 1,9,똥 만들기 대작전,색깔 코끼리 똥을 만들 수 있다고?,2018-03-30,,,
3686149,최고다! 호기심딱지 시즌 1,10,달걀로 만든 탱탱볼,달걀이 깨지지 않고 탱탱 볼이 될 수 있다고?,2018-03-30,,,
3686154,최고다! 호기심딱지 시즌 1,11,화산이 부글부글,무서운 화산을 만들 수 있는 방법은?,2018-04-06,,,
3686156,최고다! 호기심딱지 시즌 1,12,커져라!비누,사용할수록 작아지는 비누를 크게 만들 수 있다고?,2018-04-06,,,
3686158,최고다! 호기심딱지 시즌 1,13,아슬아슬 삐뚜로 나라,"물이 담긴 컵, 기울어도 쏟아지지 않는다? 포크를 이쑤시개 하나로 들 수 있다고?",2018-04-13,,,
3686161,최고다! 호기심딱지 시즌 1,14,달걀의 비밀,"궁금한 달걀의 비밀, 달걀을 파헤치자",2018-04-13,,,
3686162,최고다! 호기심딱지 시즌 1,15,무지개 대소동,비가 오지 않아도 무지개를 만들 수 있다고?,2018-04-20,,,
3686164,최고다! 호기심딱지 시즌 1,16,와이맨의 화풀기 대작전,아주아주 차가운 액화 질소가 친구들을 화나게도 하고 풀어주기도 한다고?,2018-04-20,,,
3686169,최고다! 호기심딱지 시즌 1,17,우리는 호기심 요리사,황금계란을 만드는 비법을 와이맨이 알려줄께요,2018-04-27,,,
3686177,최고다! 호기심딱지 시즌 1,18,절대 절대 안터지는 절대 풍선,절대 풍선은 뾰족한 물건으로 찔러도 안터진다고?,2018-04-27,,,
3686180,최고다! 호기심딱지 시즌 1,19,꿀꺽꿀꺽 물 먹는 수건,그림을 그릴 수 있는 수건 도화지?,2018-05-04,,,
3686185,최고다! 호기심딱지 시즌 1,20,손 안 대고 척척,손을 안 대고 물건을 옮길 수 있는 신기한 마술을 알려준다고?,2018-05-04,,,
3686219,최고다! 호기심딱지 시즌 1,21,쏟아지지 않는 물,"물통에 구멍을 뚫어도, 구멍이 뚫린 천으로 막아도 물이 쏟아지지 않는다고?",2018-05-11,,,
3686227,최고다! 호기심딱지 시즌 1,22,멈추지 않아!,운동상태를 그대로 유지하려는 성질을 가진 고집쟁이 관성을 알아볼까?,2018-05-11,,,
3686233,최고다! 호기심딱지 시즌 1,23,달걀 잠수함,달걀을 잠수함으로 만드는 신기한 물! 무거운 물? 가벼운 물이 있다고?,2018-05-18,,,
3686241,최고다! 호기심딱지 시즌 1,24,동전이 사라졌어,,2018-05-18,,,
3686247,최고다! 호기심딱지 시즌 1,25,무지개 꽃으로 변신!,,2018-05-25,,,
3686256,최고다! 호기심딱지 시즌 1,26,콜라의 비밀,,2018-05-25,,,
3686385,최고다! 호기심딱지 시즌 2,1,뮤턴스가 내 이에 똥 쌌어요!,이는 왜 썩는걸까?,2017-12-29,,,
